input,label,split
train_101819,0,train
train_10182,0,train
train_101820,0,train
train_101823,0,train
train_101826,0,train
train_101827,0,train
train_101828,0,train
train_10183,0,train
train_101831,0,train
train_101832,0,train
train_101835,0,train
train_10184,0,train
train_101844,0,train
train_101845,0,train
train_101846,0,train
train_10185,0,train
train_101855,0,train
train_10186,0,train
train_101868,0,train
train_10187,0,train
train_101874,0,train
train_10188,0,train
train_101882,0,train
train_10189,0,train
train_101895,0,train
train_1019,0,train
train_10190,0,train
train_10191,0,train
train_101917,0,train
train_10192,0,train
train_10193,0,train
train_10194,0,train
train_101941,0,train
train_10195,0,train
train_10196,0,train
train_101961,0,train
train_10197,0,train
train_101971,0,train
train_10198,0,train
train_101983,0,train
train_10199,0,train
train_101994,0,train
train_101996,0,train
train_102,0,train
train_1020,0,train
train_10200,0,train
train_102003,0,train
train_102005,0,train
train_10201,0,train
train_102014,0,train
train_10202,0,train
train_102024,0,train
train_10203,0,train
train_10204,0,train
train_102041,0,train
train_102042,0,train
train_102048,0,train
train_10205,0,train
train_102050,0,train
train_102051,0,train
train_102055,0,train
train_102057,0,train
train_102059,0,train
train_10206,0,train
train_102060,0,train
train_102063,0,train
train_102067,0,train
train_102068,0,train
train_102069,0,train
train_10207,0,train
train_102071,0,train
train_102072,0,train
train_102073,0,train
train_102074,0,train
train_102075,0,train
train_102077,0,train
train_102078,0,train
train_10208,0,train
train_102081,0,train
train_102082,0,train
train_102085,0,train
train_102086,0,train
train_102087,0,train
train_10209,0,train
train_102090,0,train
train_102091,0,train
train_102092,0,train
train_102093,0,train
train_102095,0,train
train_102096,0,train
train_102097,0,train
train_102098,0,train
train_102099,0,train
train_10210,0,train
train_102100,0,train
train_102101,0,train
train_102102,0,train
train_102103,0,train
train_102104,0,train
train_102105,0,train
train_102106,0,train
train_102107,0,train
train_102108,0,train
train_102109,0,train
train_10211,0,train
train_102110,0,train
train_102111,0,train
train_102112,0,train
train_102113,0,train
train_102114,0,train
train_102115,0,train
train_102116,0,train
train_102117,0,train
train_102118,0,train
train_102119,0,train
train_10212,0,train
train_102120,0,train
train_102121,0,train
train_102122,0,train
train_102123,0,train
train_102124,0,train
train_102125,0,train
train_102126,0,train
train_102127,0,train
train_102128,0,train
train_102129,0,train
train_10213,0,train
train_102130,0,train
train_102131,0,train
train_102132,0,train
train_102133,0,train
train_102134,0,train
train_102135,0,train
train_102136,0,train
train_102137,0,train
train_102138,0,train
train_102139,0,train
train_10214,0,train
train_102140,0,train
train_102141,0,train
train_102142,0,train
train_102143,0,train
train_102144,0,train
train_102145,0,train
train_102146,0,train
train_102147,0,train
train_102148,0,train
train_102149,0,train
train_10215,0,train
train_102150,0,train
train_102151,0,train
train_102152,0,train
train_102153,0,train
train_102154,0,train
train_102155,0,train
train_102156,0,train
train_102157,0,train
train_102158,0,train
train_102159,0,train
train_10216,0,train
train_102160,0,train
train_102161,0,train
train_102162,0,train
train_102163,0,train
train_102164,0,train
train_102165,0,train
train_102166,0,train
train_102167,0,train
train_102168,0,train
train_102169,0,train
train_10217,0,train
train_102170,0,train
train_102171,0,train
train_102172,0,train
train_102173,0,train
train_102174,0,train
train_102175,0,train
train_102176,0,train
train_102177,0,train
train_102178,0,train
train_102179,0,train
train_10218,0,train
train_102180,0,train
train_102181,0,train
train_102182,0,train
train_102183,0,train
train_102184,0,train
train_102185,0,train
train_102186,0,train
train_102187,0,train
train_102188,0,train
train_102189,0,train
train_10219,0,train
train_102190,0,train
train_102191,0,train
train_102192,0,train
train_102193,0,train
train_102194,0,train
train_102195,0,train
train_102196,0,train
train_102197,0,train
train_102198,0,train
train_102199,0,train
train_1022,0,train
train_10220,0,train
train_102200,0,train
train_102201,0,train
train_102202,0,train
train_102203,0,train
train_102204,0,train
train_102205,0,train
train_102206,0,train
train_102207,0,train
train_102208,0,train
train_102209,0,train
train_10221,0,train
train_102210,0,train
train_102211,0,train
train_102212,0,train
train_102213,0,train
train_102214,0,train
train_102215,0,train
train_102216,0,train
train_102217,0,train
train_102218,0,train
train_102219,0,train
train_10222,0,train
train_102220,0,train
train_102221,0,train
train_102222,0,train
train_102223,0,train
train_102224,0,train
train_102225,0,train
train_102226,0,train
train_102227,0,train
train_102228,0,train
train_102229,0,train
train_10223,0,train
train_102230,0,train
train_102231,0,train
train_102232,0,train
train_102233,0,train
train_102234,0,train
train_102235,0,train
train_102236,0,train
train_102237,0,train
train_102238,0,train
train_102239,0,train
train_10224,0,train
train_102240,0,train
train_102241,0,train
train_102242,0,train
train_102243,0,train
train_102244,0,train
train_102245,0,train
train_102246,0,train
train_102247,0,train
train_102248,0,train
train_102249,0,train
train_10225,0,train
train_102250,0,train
train_102251,0,train
train_102252,0,train
train_102253,0,train
train_102254,0,train
train_102255,0,train
train_102256,0,train
train_102257,0,train
train_102258,0,train
train_102259,0,train
train_10226,0,train
train_102260,0,train
train_102261,0,train
train_102262,0,train
train_102263,0,train
train_102264,0,train
train_102265,0,train
train_102266,0,train
train_102267,0,train
train_102269,0,train
train_10227,0,train
train_102270,0,train
train_102271,0,train
train_102272,0,train
train_102273,0,train
train_102274,0,train
train_102275,0,train
train_102276,0,train
train_102278,0,train
train_102279,0,train
train_10228,0,train
train_102280,0,train
train_102281,0,train
train_102282,0,train
train_102283,0,train
train_102285,0,train
train_102286,0,train
train_102287,0,train
train_102289,0,train
train_10229,0,train
train_102290,0,train
train_102291,0,train
train_102293,0,train
train_102294,0,train
train_102295,0,train
train_102296,0,train
train_102298,0,train
train_102299,0,train
train_1023,0,train
train_10230,0,train
train_102300,0,train
train_102301,0,train
train_102302,0,train
train_102304,0,train
train_102305,0,train
train_102306,0,train
train_10231,0,train
train_102311,0,train
train_102312,0,train
train_102315,0,train
train_10232,0,train
train_102320,0,train
train_102322,0,train
train_102323,0,train
train_102325,0,train
train_102326,0,train
train_10233,0,train
train_102330,0,train
train_102333,0,train
train_102338,0,train
train_10234,0,train
train_102341,0,train
train_102344,0,train
train_102346,0,train
train_10235,0,train
train_102357,0,train
train_102359,0,train
train_10236,0,train
train_102365,0,train
train_102367,0,train
train_102368,0,train
train_10237,0,train
train_102370,0,train
train_102372,0,train
train_102374,0,train
train_102375,0,train
train_102379,0,train
train_10238,0,train
train_102387,0,train
train_10239,0,train
train_102391,0,train
train_1024,0,train
train_10240,0,train
train_102408,0,train
train_10241,0,train
train_102413,0,train
train_10242,0,train
train_10243,0,train
train_102431,0,train
train_102434,0,train
train_10244,0,train
train_10245,0,train
train_10246,0,train
train_10247,0,train
train_10248,0,train
train_10249,0,train
train_1025,0,train
train_10250,0,train
train_10251,0,train
train_10252,0,train
train_10253,0,train
train_10254,0,train
train_102540,0,train
train_102545,0,train
train_10255,0,train
train_102552,0,train
train_102556,0,train
train_10256,0,train
train_10257,0,train
train_102572,0,train
train_10258,0,train
train_10259,0,train
train_102593,0,train
train_102595,0,train
train_102599,0,train
train_10260,0,train
train_102605,0,train
train_102608,0,train
train_10261,0,train
train_102618,0,train
train_10262,0,train
train_102622,0,train
train_102624,0,train
train_10263,0,train
train_102633,0,train
train_102637,0,train
train_102638,0,train
train_102639,0,train
train_10264,0,train
train_102640,0,train
train_102642,0,train
train_102644,0,train
train_102646,0,train
train_102648,0,train
train_10265,0,train
train_102650,0,train
train_102651,0,train
train_102653,0,train
train_102654,0,train
train_102655,0,train
train_102656,0,train
train_102659,0,train
train_10266,0,train
train_102660,0,train
train_102661,0,train
train_102662,0,train
train_102663,0,train
train_102664,0,train
train_102665,0,train
train_102666,0,train
train_102667,0,train
train_102668,0,train
train_102669,0,train
train_10267,0,train
train_102670,0,train
train_102672,0,train
train_102673,0,train
train_102674,0,train
train_102675,0,train
train_102676,0,train
train_102677,0,train
train_102678,0,train
train_102679,0,train
train_10268,0,train
train_102680,0,train
train_102681,0,train
train_102682,0,train
train_102683,0,train
train_102684,0,train
train_102685,0,train
train_102686,0,train
train_102687,0,train
train_102688,0,train
train_102689,0,train
train_10269,0,train
train_102690,0,train
train_102691,0,train
train_102692,0,train
train_102693,0,train
train_102694,0,train
train_102695,0,train
train_102696,0,train
train_102697,0,train
train_102698,0,train
train_102699,0,train
train_1027,0,train
train_10270,0,train
train_102700,0,train
train_102701,0,train
train_102702,0,train
train_102703,0,train
train_102704,0,train
train_102705,0,train
train_102706,0,train
train_102707,0,train
train_102708,0,train
train_102709,0,train
train_10271,0,train
train_102710,0,train
train_102711,0,train
train_102712,0,train
train_102713,0,train
train_102714,0,train
train_102715,0,train
train_102716,0,train
train_102717,0,train
train_102718,0,train
train_102719,0,train
train_10272,0,train
train_102720,0,train
train_102721,0,train
train_102722,0,train
train_102723,0,train
train_102724,0,train
train_102725,0,train
train_102726,0,train
train_102727,0,train
train_102728,0,train
train_102729,0,train
train_10273,0,train
train_102730,0,train
train_102731,0,train
train_102732,0,train
train_102733,0,train
train_102734,0,train
train_102735,0,train
train_102736,0,train
train_102737,0,train
train_102738,0,train
train_102739,0,train
train_10274,0,train
train_102740,0,train
train_102741,0,train
train_102742,0,train
train_102743,0,train
train_102744,0,train
train_102745,0,train
train_102746,0,train
train_102747,0,train
train_102748,0,train
train_102749,0,train
train_102750,0,train
train_102751,0,train
train_102752,0,train
train_102753,0,train
train_102754,0,train
train_102755,0,train
train_102756,0,train
train_102757,0,train
train_102758,0,train
train_102759,0,train
train_10276,0,train
train_102760,0,train
train_102761,0,train
train_102762,0,train
train_102763,0,train
train_102764,0,train
train_102765,0,train
train_102766,0,train
train_102767,0,train
train_102768,0,train
train_102769,0,train
train_102770,0,train
train_102771,0,train
train_102772,0,train
train_102773,0,train
train_102774,0,train
train_102775,0,train
train_102776,0,train
train_102777,0,train
train_102778,0,train
train_102779,0,train
train_10278,0,train
train_102780,0,train
train_102781,0,train
train_102782,0,train
train_102783,0,train
train_102784,0,train
train_102785,0,train
train_102786,0,train
train_102787,0,train
train_102788,0,train
train_102789,0,train
train_10279,0,train
train_102790,0,train
train_102791,0,train
train_102792,0,train
train_102793,0,train
train_102794,0,train
train_102795,0,train
train_102796,0,train
train_102797,0,train
train_102798,0,train
train_102799,0,train
train_1028,0,train
train_102800,0,train
train_102801,0,train
train_102802,0,train
train_102803,0,train
train_102804,0,train
train_102805,0,train
train_102806,0,train
train_102807,0,train
train_102808,0,train
train_102809,0,train
train_102810,0,train
train_102811,0,train
train_102812,0,train
train_102813,0,train
train_102814,0,train
train_102815,0,train
train_102816,0,train
train_102817,0,train
train_102818,0,train
train_102819,0,train
train_102820,0,train
train_102821,0,train
train_102822,0,train
train_102823,0,train
train_102824,0,train
train_102825,0,train
train_102826,0,train
train_102827,0,train
train_102828,0,train
train_102829,0,train
train_10283,0,train
train_102830,0,train
train_102831,0,train
train_102832,0,train
train_102833,0,train
train_102834,0,train
train_102835,0,train
train_102836,0,train
train_102837,0,train
train_102838,0,train
train_102839,0,train
train_10284,0,train
train_102840,0,train
train_102841,0,train
train_102842,0,train
train_102843,0,train
train_102844,0,train
train_102845,0,train
train_102846,0,train
train_102847,0,train
train_102848,0,train
train_102849,0,train
train_10285,0,train
train_102850,0,train
train_102851,0,train
train_102852,0,train
train_102853,0,train
train_102854,0,train
train_102855,0,train
train_102856,0,train
train_102857,0,train
train_102858,0,train
train_102859,0,train
train_10286,0,train
train_102860,0,train
train_102861,0,train
train_102863,0,train
train_102864,0,train
train_102865,0,train
train_102866,0,train
train_102867,0,train
train_102868,0,train
train_102869,0,train
train_10287,0,train
train_102871,0,train
train_102872,0,train
train_102874,0,train
train_102880,0,train
train_102882,0,train
train_102883,0,train
train_102884,0,train
train_102885,0,train
train_102886,0,train
train_102888,0,train
train_102893,0,train
train_102895,0,train
train_102896,0,train
train_1029,0,train
train_102901,0,train
train_102904,0,train
train_102909,0,train
train_10291,0,train
train_102910,0,train
train_102911,0,train
train_102913,0,train
train_102915,0,train
train_102919,0,train
train_10292,0,train
train_102922,0,train
train_102924,0,train
train_102928,0,train
train_10293,0,train
train_102932,0,train
train_10294,0,train
train_102940,0,train
train_102942,0,train
train_102943,0,train
train_102946,0,train
train_102948,0,train
train_102949,0,train
train_102950,0,train
train_102951,0,train
train_102953,0,train
train_102955,0,train
train_102960,0,train
train_102973,0,train
train_102977,0,train
train_10299,0,train
train_102996,0,train
train_102997,0,train
train_1030,0,train
train_10300,0,train
train_103002,0,train
train_103005,0,train
train_103006,0,train
train_10301,0,train
train_103017,0,train
train_103020,0,train
train_10303,0,train
train_103032,0,train
train_103036,0,train
train_103072,0,train
train_103078,0,train
train_103081,0,train
train_103082,0,train
train_103090,0,train
train_103094,0,train
train_103099,0,train
train_103101,0,train
train_103103,0,train
train_103105,0,train
train_103107,0,train
train_103108,0,train
train_10311,0,train
train_103113,0,train
train_103115,0,train
train_103117,0,train
train_103121,0,train
train_103127,0,train
train_103128,0,train
train_103131,0,train
train_103134,0,train
train_103141,0,train
train_103148,0,train
train_103153,0,train
train_103155,0,train
train_103157,0,train
train_103159,0,train
train_103165,0,train
train_103167,0,train
train_103171,0,train
train_103172,0,train
train_103173,0,train
train_103175,0,train
train_103178,0,train
train_103180,0,train
train_103181,0,train
train_103187,0,train
train_10319,0,train
train_103196,0,train
train_103197,0,train
train_103198,0,train
train_103199,0,train
train_1032,0,train
train_103200,0,train
train_103201,0,train
train_103203,0,train
train_103204,0,train
train_103205,0,train
train_103206,0,train
train_103208,0,train
train_103209,0,train
train_103210,0,train
train_103211,0,train
train_103212,0,train
train_103213,0,train
train_103214,0,train
train_103215,0,train
train_103216,0,train
train_103217,0,train
train_103218,0,train
train_103219,0,train
train_103220,0,train
train_103221,0,train
train_103222,0,train
train_103223,0,train
train_103224,0,train
train_103225,0,train
train_103226,0,train
train_103227,0,train
train_103228,0,train
train_103229,0,train
train_103230,0,train
train_103231,0,train
train_103232,0,train
train_103233,0,train
train_103234,0,train
train_103235,0,train
train_103236,0,train
train_103237,0,train
train_103238,0,train
train_103239,0,train
train_10324,0,train
train_103240,0,train
train_103241,0,train
train_103242,0,train
train_103243,0,train
train_103244,0,train
train_103245,0,train
train_103246,0,train
train_103247,0,train
train_103248,0,train
train_103249,0,train
train_103250,0,train
train_103251,0,train
train_103252,0,train
train_103253,0,train
train_103254,0,train
train_103255,0,train
train_103256,0,train
train_103257,0,train
train_103258,0,train
train_103259,0,train
train_10326,0,train
train_103260,0,train
train_103261,0,train
train_103262,0,train
train_103263,0,train
train_103264,0,train
train_103265,0,train
train_103266,0,train
train_103267,0,train
train_103268,0,train
train_103269,0,train
train_103270,0,train
train_103271,0,train
train_103272,0,train
train_103273,0,train
train_103274,0,train
train_103275,0,train
train_103276,0,train
train_103277,0,train
train_103278,0,train
train_103279,0,train
train_10328,0,train
train_103280,0,train
train_103281,0,train
train_103282,0,train
train_103283,0,train
train_103284,0,train
train_103285,0,train
train_103286,0,train
train_103287,0,train
train_103288,0,train
train_103289,0,train
train_103290,0,train
train_103291,0,train
train_103292,0,train
train_103293,0,train
train_103294,0,train
train_103295,0,train
train_103296,0,train
train_103297,0,train
train_103298,0,train
train_103299,0,train
train_1033,0,train
train_103300,0,train
train_103301,0,train
train_103302,0,train
train_103303,0,train
train_103304,0,train
train_103305,0,train
train_103306,0,train
train_103307,0,train
train_103308,0,train
train_103309,0,train
train_103310,0,train
train_103311,0,train
train_103312,0,train
train_103313,0,train
train_103314,0,train
train_103315,0,train
train_103316,0,train
train_103317,0,train
train_103318,0,train
train_103319,0,train
train_103320,0,train
train_103321,0,train
train_103322,0,train
train_103323,0,train
train_103324,0,train
train_103325,0,train
train_103326,0,train
train_103327,0,train
train_103328,0,train
train_103329,0,train
train_103330,0,train
train_103331,0,train
train_103332,0,train
train_103333,0,train
train_103334,0,train
train_103335,0,train
train_103336,0,train
train_103337,0,train
train_103338,0,train
train_103339,0,train
train_103340,0,train
train_103341,0,train
train_103342,0,train
train_103343,0,train
train_103344,0,train
train_103345,0,train
train_103346,0,train
train_103347,0,train
train_103348,0,train
train_103349,0,train
train_103350,0,train
train_103351,0,train
train_103352,0,train
train_103353,0,train
train_103354,0,train
train_103355,0,train
train_103357,0,train
train_103358,0,train
train_103359,0,train
train_103360,0,train
train_103362,0,train
train_103363,0,train
train_103364,0,train
train_103365,0,train
train_103366,0,train
train_103367,0,train
train_103368,0,train
train_103370,0,train
train_103372,0,train
train_103373,0,train
train_103376,0,train
train_103378,0,train
train_103379,0,train
train_10338,0,train
train_103381,0,train
train_103382,0,train
train_103383,0,train
train_103384,0,train
train_103385,0,train
train_103386,0,train
train_103387,0,train
train_103389,0,train
train_10339,0,train
train_103390,0,train
train_103392,0,train
train_103393,0,train
train_103394,0,train
train_103396,0,train
train_103397,0,train
train_1034,0,train
train_10340,0,train
train_103400,0,train
train_103401,0,train
train_103402,0,train
train_103404,0,train
train_103415,0,train
train_103422,0,train
train_103423,0,train
train_103425,0,train
train_103427,0,train
train_103434,0,train
train_103435,0,train
train_103437,0,train
train_103439,0,train
train_103444,0,train
train_10345,0,train
train_103452,0,train
train_103453,0,train
train_103466,0,train
train_103469,0,train
train_103472,0,train
train_103475,0,train
train_103481,0,train
train_103483,0,train
train_103485,0,train
train_103492,0,train
train_103493,0,train
train_103498,0,train
train_1035,0,train
train_10350,0,train
train_103518,0,train
train_103524,0,train
train_103536,0,train
train_103537,0,train
train_103539,0,train
train_10354,0,train
train_103541,0,train
train_103551,0,train
train_103591,0,train
train_1036,0,train
train_103613,0,train
train_103622,0,train
train_103626,0,train
train_103634,0,train
train_103636,0,train
train_103641,0,train
train_103643,0,train
train_103644,0,train
train_103645,0,train
train_103646,0,train
train_103653,0,train
train_103655,0,train
train_103659,0,train
train_103662,0,train
train_103668,0,train
train_103674,0,train
train_103676,0,train
train_103678,0,train
train_103679,0,train
train_103680,0,train
train_103682,0,train
train_103686,0,train
train_103687,0,train
train_103688,0,train
train_103694,0,train
train_103696,0,train
train_103697,0,train
train_103699,0,train
train_1037,0,train
train_103700,0,train
train_103701,0,train
train_103702,0,train
train_103704,0,train
train_103709,0,train
train_103710,0,train
train_103711,0,train
train_103712,0,train
train_103713,0,train
train_103719,0,train
train_103720,0,train
train_103721,0,train
train_103722,0,train
train_103723,0,train
train_103724,0,train
train_103725,0,train
train_103726,0,train
train_103727,0,train
train_103728,0,train
train_103729,0,train
train_103730,0,train
train_103731,0,train
train_103734,0,train
train_103735,0,train
train_103736,0,train
train_103737,0,train
train_103738,0,train
train_103739,0,train
train_103740,0,train
train_103741,0,train
train_103742,0,train
train_103743,0,train
train_103744,0,train
train_103745,0,train
train_103746,0,train
train_103747,0,train
train_103748,0,train
train_103749,0,train
train_103750,0,train
train_103751,0,train
train_103752,0,train
train_103753,0,train
train_103754,0,train
train_103755,0,train
train_103756,0,train
train_103757,0,train
train_103758,0,train
train_103759,0,train
train_10376,0,train
train_103760,0,train
train_103761,0,train
train_103762,0,train
train_103763,0,train
train_103764,0,train
train_103765,0,train
train_103766,0,train
train_103767,0,train
train_103768,0,train
train_103769,0,train
train_103770,0,train
train_103771,0,train
train_103772,0,train
train_103773,0,train
train_103774,0,train
train_103775,0,train
train_103776,0,train
train_103777,0,train
train_103778,0,train
train_103779,0,train
train_103780,0,train
train_103781,0,train
train_103782,0,train
train_103783,0,train
train_103784,0,train
train_103785,0,train
train_103786,0,train
train_103787,0,train
train_103788,0,train
train_103789,0,train
train_10379,0,train
train_103790,0,train
train_103791,0,train
train_103792,0,train
train_103793,0,train
train_103794,0,train
train_103795,0,train
train_103796,0,train
train_103797,0,train
train_103798,0,train
train_103799,0,train
train_10380,0,train
train_103800,0,train
train_103801,0,train
train_103802,0,train
train_103803,0,train
train_103804,0,train
train_103805,0,train
train_103806,0,train
train_103807,0,train
train_103808,0,train
train_103809,0,train
train_103810,0,train
train_103811,0,train
train_103812,0,train
train_103813,0,train
train_103814,0,train
train_103815,0,train
train_103816,0,train
train_103817,0,train
train_103818,0,train
train_103819,0,train
train_103820,0,train
train_103821,0,train
train_103822,0,train
train_103823,0,train
train_103824,0,train
train_103825,0,train
train_103826,0,train
train_103827,0,train
train_103828,0,train
train_103829,0,train
train_103830,0,train
train_103831,0,train
train_103832,0,train
train_103833,0,train
train_103834,0,train
train_103835,0,train
train_103836,0,train
train_103837,0,train
train_103838,0,train
train_103839,0,train
train_103840,0,train
train_103841,0,train
train_103842,0,train
train_103843,0,train
train_103844,0,train
train_103845,0,train
train_103846,0,train
train_103847,0,train
train_103848,0,train
train_103849,0,train
train_10385,0,train
train_103850,0,train
train_103851,0,train
train_103852,0,train
train_103853,0,train
train_103854,0,train
train_103855,0,train
train_103856,0,train
train_103857,0,train
train_103858,0,train
train_103859,0,train
train_10386,0,train
train_103860,0,train
train_103861,0,train
train_103862,0,train
train_103863,0,train
train_103864,0,train
train_103865,0,train
train_103866,0,train
train_103867,0,train
train_103868,0,train
train_103869,0,train
train_10387,0,train
train_103870,0,train
train_103871,0,train
train_103872,0,train
train_103873,0,train
train_103874,0,train
train_103875,0,train
train_103876,0,train
train_103877,0,train
train_103878,0,train
train_103879,0,train
train_103880,0,train
train_103881,0,train
train_103882,0,train
train_103883,0,train
train_103884,0,train
train_103885,0,train
train_103886,0,train
train_103887,0,train
train_103888,0,train
train_103889,0,train
train_103891,0,train
train_103892,0,train
train_103893,0,train
train_103894,0,train
train_103895,0,train
train_103896,0,train
train_103897,0,train
train_103898,0,train
train_103899,0,train
train_1039,0,train
train_103900,0,train
train_103901,0,train
train_103902,0,train
train_103903,0,train
train_103904,0,train
train_103905,0,train
train_103908,0,train
train_103909,0,train
train_103911,0,train
train_103913,0,train
train_103917,0,train
train_103921,0,train
train_103922,0,train
train_103923,0,train
train_103925,0,train
train_103929,0,train
train_103931,0,train
train_103936,0,train
train_103937,0,train
train_103938,0,train
train_103943,0,train
train_103945,0,train
train_103947,0,train
train_103949,0,train
train_103951,0,train
train_103953,0,train
train_103954,0,train
train_103969,0,train
train_103973,0,train
train_103977,0,train
train_103986,0,train
train_103988,0,train
train_103998,0,train
train_103999,0,train
train_1040,0,train
train_104008,0,train
train_104011,0,train
train_104014,0,train
train_104021,0,train
train_104046,0,train
train_1041,0,train
train_10411,0,train
train_104133,0,train
train_104143,0,train
train_104149,0,train
train_104152,0,train
train_104154,0,train
train_104156,0,train
train_104157,0,train
train_104159,0,train
train_104161,0,train
train_104169,0,train
train_104175,0,train
train_104187,0,train
train_104191,0,train
train_104192,0,train
train_104198,0,train
train_1042,0,train
train_104200,0,train
train_104204,0,train
train_104205,0,train
train_104210,0,train
train_104211,0,train
train_104212,0,train
train_104214,0,train
train_104217,0,train
train_104219,0,train
train_104223,0,train
train_104227,0,train
train_104229,0,train
train_104230,0,train
train_104231,0,train
train_104232,0,train
train_104233,0,train
train_104234,0,train
train_104236,0,train
train_104237,0,train
train_104238,0,train
train_104239,0,train
train_104240,0,train
train_104241,0,train
train_104242,0,train
train_104243,0,train
train_104244,0,train
train_104245,0,train
train_104246,0,train
train_104247,0,train
train_104248,0,train
train_104249,0,train
train_104250,0,train
train_104252,0,train
train_104253,0,train
train_104254,0,train
train_104255,0,train
train_104256,0,train
train_104257,0,train
train_104258,0,train
train_104259,0,train
train_104260,0,train
train_104261,0,train
train_104262,0,train
train_104263,0,train
train_104264,0,train
train_104265,0,train
train_104266,0,train
train_104267,0,train
train_104268,0,train
train_104269,0,train
train_104270,0,train
train_104271,0,train
train_104272,0,train
train_104273,0,train
train_104274,0,train
train_104275,0,train
train_104276,0,train
train_104277,0,train
train_104278,0,train
train_104279,0,train
train_104280,0,train
train_104281,0,train
train_104282,0,train
train_104283,0,train
train_104284,0,train
train_104285,0,train
train_104286,0,train
train_104287,0,train
train_104288,0,train
train_104289,0,train
train_104290,0,train
train_104291,0,train
train_104292,0,train
train_104293,0,train
train_104294,0,train
train_104295,0,train
train_104296,0,train
train_104297,0,train
train_104298,0,train
train_104299,0,train
train_1043,0,train
train_10430,0,train
train_104300,0,train
train_104301,0,train
train_104302,0,train
train_104303,0,train
train_104304,0,train
train_104305,0,train
train_104306,0,train
train_104307,0,train
train_104308,0,train
train_104309,0,train
train_104310,0,train
train_104311,0,train
train_104312,0,train
train_104313,0,train
train_104314,0,train
train_104315,0,train
train_104316,0,train
train_104317,0,train
train_104318,0,train
train_104319,0,train
train_104320,0,train
train_104321,0,train
train_104322,0,train
train_104323,0,train
train_104324,0,train
train_104325,0,train
train_104326,0,train
train_104327,0,train
train_104328,0,train
train_104329,0,train
train_104330,0,train
train_104331,0,train
train_104332,0,train
train_104333,0,train
train_104334,0,train
train_104335,0,train
train_104336,0,train
train_104337,0,train
train_104338,0,train
train_104339,0,train
train_104340,0,train
train_104341,0,train
train_104342,0,train
train_104343,0,train
train_104344,0,train
train_104345,0,train
train_104346,0,train
train_104347,0,train
train_104348,0,train
train_104349,0,train
train_104350,0,train
train_104351,0,train
train_104352,0,train
train_104353,0,train
train_104354,0,train
train_104355,0,train
train_104356,0,train
train_104357,0,train
train_104358,0,train
train_104359,0,train
train_104360,0,train
train_104361,0,train
train_104362,0,train
train_104363,0,train
train_104364,0,train
train_104365,0,train
train_104366,0,train
train_104367,0,train
train_104368,0,train
train_104369,0,train
train_104370,0,train
train_104371,0,train
train_104372,0,train
train_104373,0,train
train_104374,0,train
train_104375,0,train
train_104376,0,train
train_104377,0,train
train_104378,0,train
train_104379,0,train
train_104380,0,train
train_104381,0,train
train_104382,0,train
train_104383,0,train
train_104384,0,train
train_104385,0,train
train_104386,0,train
train_104387,0,train
train_104388,0,train
train_104389,0,train
train_104390,0,train
train_104391,0,train
train_104392,0,train
train_104393,0,train
train_104394,0,train
train_104395,0,train
train_104396,0,train
train_104397,0,train
train_104398,0,train
train_104399,0,train
train_104400,0,train
train_104401,0,train
train_104402,0,train
train_104403,0,train
train_104404,0,train
train_104405,0,train
train_104406,0,train
train_104407,0,train
train_104408,0,train
train_104409,0,train
train_104410,0,train
train_104411,0,train
train_104412,0,train
train_104413,0,train
train_104414,0,train
train_104415,0,train
train_104416,0,train
train_104417,0,train
train_104418,0,train
train_104419,0,train
train_104420,0,train
train_104421,0,train
train_104422,0,train
train_104423,0,train
train_104424,0,train
train_104425,0,train
train_104426,0,train
train_104427,0,train
train_104428,0,train
train_104429,0,train
train_104430,0,train
train_104431,0,train
train_104432,0,train
train_104433,0,train
train_104434,0,train
train_104435,0,train
train_104436,0,train
train_104437,0,train
train_104438,0,train
train_104439,0,train
train_104440,0,train
train_104441,0,train
train_104442,0,train
train_104443,0,train
train_104444,0,train
train_104445,0,train
train_104447,0,train
train_104448,0,train
train_104451,0,train
train_104452,0,train
train_104453,0,train
train_104454,0,train
train_104455,0,train
train_104456,0,train
train_104457,0,train
train_104459,0,train
train_104460,0,train
train_104461,0,train
train_104462,0,train
train_104463,0,train
train_104464,0,train
train_104465,0,train
train_104466,0,train
train_104469,0,train
train_104470,0,train
train_104472,0,train
train_104473,0,train
train_104474,0,train
train_104476,0,train
train_104477,0,train
train_104478,0,train
train_104480,0,train
train_104481,0,train
train_104482,0,train
train_104484,0,train
train_104487,0,train
train_104488,0,train
train_104489,0,train
train_104491,0,train
train_104492,0,train
train_104494,0,train
train_104495,0,train
train_104496,0,train
train_104497,0,train
train_104498,0,train
train_1045,0,train
train_104501,0,train
train_104504,0,train
train_104508,0,train
train_104512,0,train
train_104514,0,train
train_104518,0,train
train_104523,0,train
train_104525,0,train
train_104531,0,train
train_104535,0,train
train_104536,0,train
train_104542,0,train
train_104543,0,train
train_104554,0,train
train_104557,0,train
train_104561,0,train
train_104562,0,train
train_104565,0,train
train_104567,0,train
train_104570,0,train
train_104591,0,train
train_1046,0,train
train_104606,0,train
train_1047,0,train
train_104794,0,train
train_104795,0,train
train_104802,0,train
train_104812,0,train
train_104815,0,train
train_104818,0,train
train_104828,0,train
train_104832,0,train
train_104838,0,train
train_104841,0,train
train_104843,0,train
